,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
14,Story of Owen,Because His Heart Was Strong: The Story of Rick Owens,Chelsey L. Owens,,2,5.00,"(None, None, None)",
15,Story of Owen,The Virginian and Other Stories of Owen Wister,Owen Wister,,0,3.94,"(None, None, None)",
16,Story of Owen,In Black and White: The Untold Story of Joe Louis and Jesse Owens,Donald McRae,Simon & Schuster Ltd,62,4.47,"('10', '1', '2010')",2010
17,Story of Owen,"Self-Denial [The Story of Garry Owen, by Miss Edgeworth] and Other Tales",Maria Edgeworth,Palala Press,0,0.00,"('4', '27', '2016')",2016
18,Story of Owen,"A Killer Is What They Needed: The True, Untold Story of Commodore Perry Owens, a Sheriff of the Arizona Territory",David Grassae,Graphic Publishers,0,0.00,"('12', '31', '2013')",2013
19,Story of Owen,The Story of Billy Owen: An Historical Novel of the Great Oil Industry,John Garretson,Kessinger Publishing,1,1.00,"('6', '25', '2007')",2007
0,Prairie Fire,Prairie Fires: The American Dreams of Laura Ingalls Wilder,Caroline Fraser,Metropolitan Books,9639,3.97,"('11', '21', '2017')",2017
1,Prairie Fire,Walks the Fire (Prairie Winds #1),Stephanie Grace Whitson,,646,4.43,"(None, None, None)",
2,Prairie Fire,"Prairie Fire (A Town Called Hope, #2)",Catherine  Palmer,Tyndale House Publishers,649,4.11,"('9', '18', '1998')",1998
3,Prairie Fire,"Prairie Fire (The Story of Owen, #2)",E.K. Johnston,Carolrhoda Books,448,4.04,"('3', '1', '2015')",2015
4,Prairie Fire,"Prairie Fire (Cowboys of the Flint Hills, #5)",Tessa Layne,,161,4.61,"(None, None, None)",
5,Prairie Fire,Prairie Fire,L.J. Maas,,110,4.00,"(None, None, None)",
6,Prairie Fire,"Fire on the Prairie (Western Fire, #1)",Kate Wingo,Kate Wingo,65,3.85,"('7', '20', '2013')",2013
7,Prairie Fire,"Prairie Heat, Prairie Fire: A Prologue (Shale River #0.5)",MacKenzie Wilde,,35,3.49,"(None, None, None)",
8,Prairie Fire,"Prairie Fire (Mack Bolan The Executioner, #68)",Michael Newton,Gold Eagle,49,3.73,"('6', '22', '1984')",1984
9,Prairie Fire,Dark Prairie Fire: Rancher's Pregnant Submissive,Arthur  Mitchell,,23,3.16,"('6', '28', '2013')",2013
10,Prairie Fire,Prairie Fire: The Politics of Revolutionary Anti-imperialism,Weather Underground,Communications Co.,11,3.82,"(None, None, '1974')",1974
11,Prairie Fire,"Prairie Heat, Prairie Fire (Shale River #1)",MacKenzie Wilde,,18,4.17,"(None, None, None)",
12,Prairie Fire,Prairie Fire,Kent White Jr.,,38,4.37,"(None, None, None)",
13,Prairie Fire,Prairie Fire: A Great Plains History,Julie Courtwright,University Press of Kansas,19,3.47,"('10', '20', '2011')",2011
14,Prairie Fire,Prairie Fire,Judith Kelly,,4,2.50,"(None, None, None)",
15,Prairie Fire,Prairie Fire :The 1885 North-West Rebellion,Bob Beal & Rod Macleod,Random House,12,4.08,"('9', '10', '1994')",1994
16,Prairie Fire,Code Word: Prairie Fire: SOG in Vietnam,Col Cline Williamson,,9,3.78,"(None, None, None)",
17,Prairie Fire,The Town Called Hope Collection: Prairie Rose / Prairie Fire / Prairie Storm (A Town Called Hope),Catherine Palmer,,19,4.79,"(None, None, None)",
18,Prairie Fire,Prairie Fire,India Heath,,10,4.30,"(None, None, None)",
19,Prairie Fire,Prairie Fire,Dan      Armstrong,iUniverse,11,4.00,"('4', '1', '2007')",2007
0,Afterward,The Afterward,E.K. Johnston,Dutton Books for Young Readers,908,3.86,"('2', '19', '2019')",2019
1,Afterward,Afterward,Jennifer Mathieu,Roaring Brook Press,1134,3.84,"('9', '20', '2016')",2016
2,Afterward,"The Last Days of Disco, with Cocktails at Petrossian Afterward",Whit Stillman,"Farrar, Straus and Giroux",260,3.81,"('8', '1', '2000')",2000
3,Afterward,Afterward,Edith Wharton,Kessinger Publishing,388,3.56,"('6', '17', '2004')",2004
4,Afterward,Having Their Baby (A Left Behind Afterward),Jayton Young,Jayton Young,119,3.29,"('5', '20', '2012')",2012
5,Afterward,"And Afterward, the Dark: Seven Tales",Basil Copper,Arkham House Publishers,47,3.81,"(None, None, '1977')",1977
6,Afterward,Launch: How to Get Your Kids Through College Debt-Free and Into Jobs They Love Afterward,Jeannie Burlowski,Falcon Heights Publishing LLC,11,4.27,"('12', '30', '2016')",2016
7,Afterward,Eden and Afterward: A Mockingbird Guide to Genesis,William McDavid,Mockingbird Ministries Inc,18,4.33,"('3', '27', '2014')",2014
8,Afterward,"Captivity of the Oatman Girls: In 1851, on route to California in a covered wagon, the Oatman family was brutally attacked by Apache Indians. Six family members were murdered on sight, one boy was left for dead, who escaped afterward, and two young gir...",Royal B. Stratton,Skyhorse Publishing,8,3.41,"('10', '7', '2014')",2014
9,Afterward,Among the Dead: Ah! and Afterward Yes!,Becca Jensen,Les Figues Press,10,4.30,"('3', '18', '2013')",2013
10,Afterward,Afterwardness,Mimi Khalvati,Carcanet,4,3.25,"(None, None, '2019')",2019
11,Afterward,Afterward,Catherine M. Rae,,11,4.18,"(None, None, None)",
12,Afterward,Far from Home: Memories of World War II and Afterward,Mary Herring Wright,Gallaudet University Press,4,3.50,"('3', '15', '2005')",2005
13,Afterward,Afterward,C. Aric Hanley,,3,4.67,"('9', None, '2014')",2014
14,Afterward,Tying the Ribbon: How I survived a spinal cord stroke—and my life afterward,Haley Marie Stark,,6,4.17,"(None, None, None)",
15,Afterward,Afterward They Turned,J.E. Keels,America Star Books,7,5.00,"('1', '29', '2010')",2010
16,Afterward,AFTERWARD Edith Wharton,Freeditorial,,7,3.64,"(None, None, None)",
17,Afterward,Why Gorbachev Happened: His Triumphs and His Failure with a New Afterward,Robert G. Kaiser,Touchstone Books,0,3.35,"('5', '1', '1992')",1992
18,Afterward,"Southeast Asian Refugees and Immigrants in the Mill City: Changing Families, Communities, Institutions -- Thirty Years Afterward",Tuyet-Lan Pho,University Press of New England,3,4.00,"('1', '31', '2008')",2008
19,Afterward,Afterward: a collection of entries after Eve (book four of The Deal series),Nathaniel Hawthorne,,0,0.00,"(None, None, None)",
0,Prophecy,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,William Morrow,475219,4.24,"('11', '28', '2006')",2006
1,Prophecy,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,,84799,4.14,"(None, None, None)",
2,Prophecy,"The Celestine Prophecy (Celestine Prophecy, #1)",James Redfield,Warner Books,87404,3.66,"(None, None, '1995')",1995
3,Prophecy,"The Dark Prophecy (The Trials of Apollo, #2)",Rick Riordan,Disney-Hyperion,43923,4.24,"('5', '2', '2017')",2017
4,Prophecy,"The Dragonet Prophecy (Wings of Fire, #1)",Tui T. Sutherland,Scholastic Press,29502,4.29,"('7', '1', '2012')",2012
5,Prophecy,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,Scholastic Paperbacks,35588,4.19,"('5', '1', '2005')",2005
6,Prophecy,The Einstein Prophecy,Robert Masello,,26390,3.64,"('8', '1', '2015')",2015
7,Prophecy,"Midnight (Warriors: The New Prophecy, #1)",Erin Hunter,,31070,4.28,"(None, None, None)",
8,Prophecy,"Moonrise (Warriors: The New Prophecy, #2)",Erin Hunter,,26790,4.32,"(None, None, None)",
9,Prophecy,"Prophecy of the Sisters (Prophecy of the Sisters, #1)",Michelle Zink,"Little, Brown Young Readers",12641,3.55,"('8', '1', '2009')",2009
10,Prophecy,"Dawn (Warriors: The New Prophecy, #3)",Erin Hunter,,24536,4.33,"(None, None, None)",
11,Prophecy,"Sunset (Warriors: The New Prophecy, #6)",Erin Hunter,HarperCollins,24763,4.38,"(None, None, '2007')",2007
12,Prophecy,The Romanov Prophecy,Steve Berry,Ballantine Books,21447,3.92,"('12', '26', '2006')",2006
13,Prophecy,"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter,HarperCollins,19220,4.30,"('3', '27', '2007')",2007
14,Prophecy,"Iron's Prophecy (The Iron Fey, #4.5)",Julie Kagawa,Harlequin TEEN,13206,4.18,"('9', '1', '2012')",2012
15,Prophecy,"Twilight (Warriors: The New Prophecy, #5)",Erin Hunter,HarperCollins,19126,4.32,"('8', '22', '2006')",2006
16,Prophecy,"Child of the Prophecy (Sevenwaters, #3)",Juliet Marillier,Tor Books,17510,4.12,"('6', '16', '2003')",2003
17,Prophecy,Foretold: 14 Tales of Prophecy and Prediction,Carrie Ryan,Delacorte Press,7284,3.96,"('8', '28', '2012')",2012
18,Prophecy,"Chasing the Prophecy (Beyonders, #3)",Brandon Mull,Aladdin,15920,4.37,"('3', '12', '2013')",2013
19,Prophecy,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David Eddings,Del Rey Books,14664,4.28,"('8', '27', '2002')",2002
0,The Abyss Surrounds Us,"The Abyss Surrounds Us (The Abyss Surrounds Us, #1)",Emily Skrutskie,Flux,4653,3.93,"('2', '8', '2016')",2016
1,The Abyss Surrounds Us,"The Edge of the Abyss (The Abyss Surrounds Us, #2)",Emily Skrutskie,Flux,1610,4.15,"('4', '18', '2017')",2017
2,The Abyss Surrounds Us,"Into the Abyss (The Abyss Surrounds Us, #0.5)",Emily Skrutskie,Flux,25,4.14,"('8', '31', '2018')",2018
0,Hullmetal Girls,Hullmetal Girls,Emily Skrutskie,Delacorte,696,3.61,"('7', '17', '2018')",2018
0,Zero Repeat Forever,"Zero Repeat Forever (The Nahx Invasions, #1)",Gabrielle S. Prendergast,Simon & Schuster Books for Young Readers,1296,3.98,"('8', '29', '2017')",2017
0,Sea,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,Hyperion Books,688803,4.24,"('4', '1', '2006')",2006
1,Sea,The Old Man and the Sea,Ernest Hemingway,Scribner,734686,3.78,"(None, None, '1996')",1996
2,Sea,Salt to the Sea,Ruta Sepetys,Philomel Books,102369,4.35,"('2', '2', '2016')",2016
3,Sea,The Starless Sea,Erin Morgenstern,Doubleday Books,66958,3.85,"('11', '5', '2019')",2019
4,Sea,"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",Jules Verne,Barnes & Noble,152102,3.89,"('4', '1', '2002')",2002
5,Sea,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,Penguin Books,78469,4.15,"('5', '1', '2001')",2001
6,Sea,"Breathe (Sea Breeze, #1)",Abbi Glines,Wild Child Publishing,75255,3.86,"('5', '16', '2011')",2011
7,Sea,"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,Putnam Juvenile,101386,3.88,"('9', '16', '2014')",2014
8,Sea,The Sea of Tranquility,Katja Millay,Atria Books,63476,4.31,"('11', '13', '2012')",2012
9,Sea,The Island of Sea Women,Lisa See,Scribner,37591,4.25,"('3', '5', '2019')",2019
10,Sea,"The Winter Sea (Slains, #1)",Susanna Kearsley,Allison & Busby,46097,4.08,"(None, None, '2010')",2010
11,Sea,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,Bantam Spectra,75755,4.23,"('7', '31', '2007')",2007
12,Sea,Sea Prayer,Khaled Hosseini,,35995,4.05,"(None, None, None)",
13,Sea,Man's Search for Meaning,Viktor E. Frankl,Beacon Press,337117,4.36,"('6', '1', '2006')",2006
14,Sea,"Because of Low (Sea Breeze, #2)",Abbi Glines,,51426,4.13,"('2', '7', '2012')",2012
15,Sea,"While It Lasts (Sea Breeze, #3)",Abbi Glines,,52571,4.23,"('7', '31', '2012')",2012
16,Sea,The House in the Cerulean Sea,T.J. Klune,,18931,4.53,"(None, None, None)",
17,Sea,"Sea Swept (Chesapeake Bay Saga, #1)",Nora Roberts,Berkley Books,52820,4.24,"('1', '1', '1998')",1998
18,Sea,"Over Sea, Under Stone (The Dark is Rising, #1)",Susan Cooper,Aladdin Paperbacks,43514,3.84,"('5', '25', '2004')",2004
19,Sea,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,W. W. Norton & Company,54015,4.09,"('6', '29', '2009')",2009
0,Tithe,"Tithe (Modern Faerie Tales, #1)",Holly Black,Simon Pulse,73248,3.72,"('4', None, '2004')",2004
1,Tithe,"The Modern Faerie Tales: Tithe; Valiant; Ironside (Modern Faerie Tales, #1-3)",Holly Black,Margaret K. McElderry Books,899,4.04,"('10', '19', '2010')",2010
2,Tithe,"Tithed to the Fae (Fae Mates, #1)",Zoe Chant,,588,4.29,"('3', '15', '2020')",2020
3,Tithe,The Problem at Two Tithes (An Angela Marchmont Mystery #7),Clara Benson,,665,4.12,"(None, None, None)",
4,Tithe,"Goddess Tithe (Tales of Goldstone Wood, #5.5)",Anne Elisabeth Stengl,Rooglewood Press,244,4.18,"('11', '12', '2013')",2013
5,Tithe,Blood Tithe (Blood Tithe #1),Glenn J. Soucy,Glenn J. Soucy,154,4.32,"('11', '13', '2011')",2011
6,Tithe,"The Coming Revolution in Church Economics: Why Tithes and Offerings Are No Longer Enough, and What You Can Do about It",Mark DeYmaz,Baker Books,35,4.06,"('10', '15', '2019')",2019
7,Tithe,"A Tithe of Blood and Ashes (Drake Chronicles, #6.4)",Alyxandra Harvey,Storyvault,191,4.21,"('9', None, '2014')",2014
8,Tithe,"Santeria & Sorcery (The Tithe Collector, #1)",Lola White,Dark Hollows Press,12,3.94,"('6', '11', '2015')",2015
9,Tithe,Red Tithe (Carcharodons #1),Robbie MacNiven,Black Library,267,4.06,"('1', None, '2017')",2017
10,Tithe,"The Tithe, Vol. 1",Matt Hawkins,Image Comics,254,3.68,"('9', '8', '2015')",2015
11,Tithe,Tithes (Ava Delaney: Lost Souls #3),Claire Farrell,,143,4.45,"(None, None, None)",
12,Tithe,The Tithe,Elle Hill,Soul Mate Publishing,126,4.27,"('8', '20', '2014')",2014
13,Tithe,Tithed,Megan Hart,Samhain Publishing,78,2.98,"('2', '1', '2011')",2011
14,Tithe,Tithe of Blood,Esther Slade,Authorhouse,6,3.43,"('12', '17', '2010')",2010
15,Tithe,The Magna Carta of Tithing,F. Glen Skidmore,WestBow Press,3,3.67,"('10', '7', '2015')",2015
16,Tithe,To Steal the Tithe,Laylah Hunter,M/M Romance Group @ goodreads,135,3.48,"('6', '18', '2013')",2013
17,Tithe,The Butter Spirit's Tithe,Charles de Lint,,70,4.30,"(None, None, '2004')",2004
18,Tithe,"Tithe (Roses Red, #1)",Chani Lynn Feener,Aionios Books,54,4.06,"('10', None, '2019')",2019
19,Tithe,Only Tithes Will Tell,"Candice ""Ordered Steps"" Johnson",,88,4.42,"(None, None, None)",
0,The Coldest Touch,The Coldest Touch,Isabel Sterling,Razorbill,1,5.00,"(None, None, '2021')",2021
1,The Coldest Touch,A Warm Touch on the Coldest Night,Amy Kerr,,1,4.00,"(None, None, None)",
2,The Coldest Touch,JE T'AIME MAIS...: ''Touching Stories About Love That Could Melt Even The Coldest of Hearts'',Nadine Doe,,0,0.00,"(None, None, None)",
3,The Coldest Touch,Je t'aime mais...: ''Touching Stories About Love That Could Melt Even The Coldest of Hearts'',Nadine Doe,,0,0.00,"(None, None, None)",
0,Untaken,Untaken,J.E. Anckorn,Curiosity Quills Press,86,3.80,"('3', '23', '2015')",2015
1,Untaken,"An Untaken Road: Strategy, Technology, and the Hidden History of America's Mobile ICBMs (Transforming War)",Steven A. Pomeroy,Naval Institute Press,3,4.00,"('1', '15', '2016')",2016
2,Untaken,Untaken,Yul Calsto,,2,3.00,"('2', '1', '2012')",2012
3,Untaken,The Acceptor: Untaken,W.L. Rider,,2,3.50,"(None, None, None)",
4,Untaken,The Road Untaken,Lakshmi Nair,Partridge India,1,3.00,"('10', '31', '2016')",2016
5,Untaken,The Album of Untaken Photos,Lisette Alonso,Lunamopolis,0,0.00,"('6', '1', '2016')",2016
6,Untaken,Waterford Vadrefjordr: The Untaken City,MR Emmet Tobin,Createspace Independent Publishing Platform,0,0.00,"('6', '9', '2017')",2017
