,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
10,Sharp Objects,Sharp Objects Ostrye predmety In Russian,G.Flinn,,3,5.00,"(None, None, None)",
11,Sharp Objects,"Gillian Flynn 3 Books Series Collection Set (Gone Girl, Sharp Objects & Dark Places)",Gillian Flynn,,1,5.00,"(None, None, None)",
12,Sharp Objects,Summary of Sharp Objects by Gillian Flynn | Conversation Starters,BookHabits,Cb,1,5.00,"('5', '10', '2018')",2018
13,Sharp Objects,Playing with Sharp Objects (The Weepy Memoir Trilogy Book 3),Samuel Jaye Tanner,,0,0.00,"(None, None, None)",
14,Sharp Objects,Playing with Sharp Objects,Samuel Jaye Tanner,Not Avail,1,5.00,"('12', '23', '2018')",2018
15,Sharp Objects,Sharp Objects,Ramz Artso,,0,0.00,"(None, None, None)",
16,Sharp Objects,Summary: Gillian Flynn's Sharp Objects (Discussion Prompts),Sarah Fields,Blurb,1,4.00,"('2', '17', '2019')",2019
17,Sharp Objects,Sharp Objects: A Novel By Gillian Flynn | Conversation Starters,Daily Books,,1,4.00,"(None, None, None)",
18,Sharp Objects,Don't Mess With Me I Get To Stab People With Sharp Objects: Funny & pretty Nurse Notebook Journal to write in . Nursing gift gig,Adam Yaniss,,0,0.00,"(None, None, None)",
0,Dark Places,Dark Places,Gillian Flynn,Shaye Areheart Books,497750,3.93,"('5', '5', '2009')",2009
1,Dark Places,"The Dark and Hollow Places (The Forest of Hands and Teeth, #3)",Carrie Ryan,Delacorte Books for Young Readers,20478,4.02,"('3', '22', '2011')",2011
2,Dark Places,"Cold Dark Places (Cady Maddix Mystery, #1)",Kylie Brant,,3042,4.14,"('12', '4', '2018')",2018
3,Dark Places,My Dark Places,James Ellroy,Random House Value Publishing,4907,3.88,"('11', '5', '1996')",1996
4,Dark Places,"The Complete Gillian Flynn: Gone Girl, Dark Places, Sharp Objects",Gillian Flynn,,3736,4.27,"(None, None, None)",
5,Dark Places,"A Cold Dark Place (Cold Justice, #1)",Toni Anderson,Toni Anderson,2822,4.16,"('3', '25', '2014')",2014
6,Dark Places,"The Novels of Gillian Flynn: Sharp Objects, Dark Places",Gillian Flynn,Crown Publishing Group,2539,4.15,"('7', '31', '2012')",2012
7,Dark Places,A Cold Dark Place (Emily Kenyon #1),Gregg Olsen,,794,3.82,"(None, None, None)",
8,Dark Places,Dark Place to Hide,A.J. Waines,,2113,3.93,"('7', '30', '2015')",2015
9,Dark Places,A Darker Place,Laurie R. King,Bantam Books,2274,3.81,"('12', '1', '1999')",1999
10,Dark Places,"No Darker Place (Shades of Death, #1)",Debra Webb,Mira Books,586,4.16,"('2', '28', '2017')",2017
11,Dark Places,In a Dark Place (Ed & Lorraine Warren #4),Ed Warren,,825,3.96,"(None, None, None)",
12,Dark Places,"A Darker Place (Sean Dillion, #16)",Jack Higgins,Putnam Adult,1300,3.84,"('2', '1', '2009')",2009
13,Dark Places,In the Dark Places (Inspector Banks #22),Peter Robinson,William Morrow,671,3.97,"('8', '11', '2015')",2015
14,Dark Places,Spike: A Dark Place,Victor Gischler,Dark Horse,1129,3.90,"('6', '5', '2013')",2013
15,Dark Places,"The Dark Place (Gideon Oliver, #2)",Aaron Elkins,Berkley,1034,3.86,"('7', '5', '2005')",2005
16,Dark Places,A Light in Dark Places,Jennifer Graves,,125,4.14,"(None, None, None)",
17,Dark Places,This Little Dark Place,A.S. Hatch,Serpent's Tail,325,3.86,"('10', '10', '2019')",2019
18,Dark Places,Tales From Dark Places: The Halloween Collection,D.C. Rogers,The Indie Collaboration,102,3.52,"('10', '29', '2013')",2013
19,Dark Places,Dark Places,Kate Grenville,MacMillan General Books,428,3.62,"('8', '1', '1995')",1995
0,Gone Girl,Gone Girl,Gillian Flynn,Broadway Books,1202014,4.08,"('4', '22', '2014')",2014
1,Gone Girl,Girl Gone Mad,Avery Bishop,Lake Union Publishing,8863,4.02,"('9', '1', '2020')",2020
2,Gone Girl,"Girl Gone Viral (Modern Love, #2)",Alisha Rai,Avon,3817,3.79,"('4', '21', '2020')",2020
3,Gone Girl,Girl Gone Viral,Arvin Ahmadi,Viking Books for Young Readers,1058,3.36,"('5', '21', '2019')",2019
4,Gone Girl,"The Complete Gillian Flynn: Gone Girl, Dark Places, Sharp Objects",Gillian Flynn,,3736,4.27,"(None, None, None)",
5,Gone Girl,Little Girl Gone (An Afton Tangler Thriller #1),Gerry Schmitt,Berkley,1519,3.64,"('7', '5', '2016')",2016
6,Gone Girl,"Good Girl Gone (The Reed Brothers, #7)",Tammy Falkner,,3482,4.28,"('2', '23', '2015')",2015
7,Gone Girl,"Good Girl Gone Badd (Badd Brothers, #4)",Jasinda Wilder,,1842,4.11,"('8', '4', '2017')",2017
8,Gone Girl,"Gone: A Girl, a Violin, a Life Unstrung",Min Kym,Crown Publishing Group (NY),792,3.92,"('4', '25', '2017')",2017
9,Gone Girl,"Good Girl Gone Plaid (The McLaughlins, #1)",Shelli Stevens,"Samhain Publishing, Ltd.",1585,3.70,"('6', '11', '2013')",2013
10,Gone Girl,Little Girl Gone,Drusilla Campbell,Grand Central Publishing,1135,3.50,"('1', '31', '2012')",2012
11,Gone Girl,"Little Girl Gone (Logan Harper, #1)",Brett Battles,Amazon Digital Services,1180,3.73,"('3', '22', '2011')",2011
12,Gone Girl,Bad Girl Gone,Temple Mathews,A Thomas Dunne Book for St. Martin's Griffin,345,3.24,"('8', '8', '2017')",2017
13,Gone Girl,Gone Bitch: A Parody of Gone Girl,Steve Lookner,Sfuzzi Publishing,111,3.27,"('9', '19', '2014')",2014
14,Gone Girl,Little Girl Gone,Alexandra Burt,,1033,3.59,"(None, None, None)",
15,Gone Girl,First Girl Gone (Charlotte Winters #1),L.T. Vargus,,41,4.29,"('9', '18', '2020')",2020
16,Gone Girl,Girls Gone Wise in a World Gone Wild,Mary A. Kassian,Moody Publishers,706,4.11,"('4', '1', '2010')",2010
17,Gone Girl,"Last Girl Gone (Laura Chambers Mystery, #1)",J.G. Hetherton,Crooked Lane Books,941,3.65,"('6', '12', '2018')",2018
18,Gone Girl,"Good Girl Gone Bad (Hot Cops, #1)",Karin Tabke,Gallery Books,716,3.75,"('9', '12', '2006')",2006
19,Gone Girl,Where Have All the Young Girls Gone (Maria Kallio #11),Leena Lehtolainen,,352,3.68,"(None, None, None)",
0,Over Tumbled Graves,"Over Tumbled Graves (Caroline Mabry, #1)",Jess Walter,Harper Perennial,869,3.66,"('5', '10', '2005')",2005
0,Bitterroot Lake,Bitterroot Lake,Alicia Beckman,Crooked Lane Books,2,3.33,"('4', '13', '2021')",2021
0,SPITFIRE,The Spitfire Girls,Soraya M. Lane,,4055,4.30,"(None, None, None)",
1,SPITFIRE,"The Spitfire (Wicked Wallflowers, #5)",Christi Caldwell,Montlake Romance,1321,4.22,"('9', '17', '2019')",2019
2,SPITFIRE,Miss Spitfire: Reaching Helen Keller,Sarah  Miller,Atheneum Books for Young Readers,2763,4.05,"('7', '10', '2007')",2007
3,SPITFIRE,"Legally Mine (Spitfire, #2)",Nicole  French,Raglan Press,1359,4.27,"('6', '28', '2017')",2017
4,SPITFIRE,"Legally Yours (Spitfire, #1)",Nicole  French,Raglan Press,770,4.14,"('6', None, '2019')",2019
5,SPITFIRE,"Highland Spitfire (Highland Weddings, #1)",Mary Wine,Sourcebooks Casablanca,883,3.88,"('2', '2', '2016')",2016
6,SPITFIRE,Legally Ours (Spitfire #3),Nicole  French,,1070,4.32,"(None, None, None)",
7,SPITFIRE,"Satan's Spawn: Spawn & Spitfire Volume One (Satan's Spawn MC, #1-3)",K.J. Dahlen,,944,4.11,"(None, None, None)",
8,SPITFIRE,SEAL's Spitfire (Special Forces: Operation Alpha / Black Eagle Book 1),Lynne St. James,,789,4.22,"(None, None, None)",
9,SPITFIRE,"Mouth (The Spitfire, #1)",Jordan Silver,,831,4.03,"('7', '1', '2013')",2013
10,SPITFIRE,The Spitfire,Bertrice Small,Ballantine Books,982,3.96,"('1', '13', '1992')",1992
11,SPITFIRE,Spitfire Down! (Keep the Home Fires Burning #1a),S. Block,,688,4.07,"(None, None, None)",
12,SPITFIRE,"Sin's Bastards: Spawn & Spitfire Volume Two, Part Two",K.J. Dahlen,,438,4.57,"(None, None, None)",
13,SPITFIRE,Lady Boss (The Spitfire #2),Jordan Silver,,908,4.16,"('7', '5', '2013')",2013
14,SPITFIRE,Never Have I Ever With a Duke (The Spitfire Society #1),Darcy Burke,,407,4.15,"(None, None, None)",
15,SPITFIRE,Spitfire Pilot: A Personal Account of the Battle of Britain,David M. Crook,,789,4.08,"(None, None, None)",
16,SPITFIRE,"The Family (The Spitfire, #4)",Jordan Silver,,540,4.33,"(None, None, None)",
17,SPITFIRE,"Sin's Bastards: Spawn & Spitfire Volume Two, Part One",K.J. Dahlen,,453,4.51,"(None, None, None)",
18,SPITFIRE,The Spitfire Series: Books 1-3 (The Spitfire #1-3),Jordan Silver,,552,4.35,"(None, None, None)",
19,SPITFIRE,Beautiful Assassin (The Spitfire #3),Jordan Silver,,698,4.18,"('8', '13', '2013')",2013
0,Blue Place,"The Blue Place (Aud Torvingen, #1)",Nicola Griffith,William Morrow Paperbacks,1985,3.90,"('6', '1', '1999')",1999
1,Blue Place,A Place for Us (Blue Harbor Book 1),Olivia Miles,,445,4.37,"(None, None, None)",
2,Blue Place,"All the Wrong Places (Bluewater Bay, #14)",Ann  Gallagher,Riptide,327,3.86,"('6', '13', '2016')",2016
3,Blue Place,"Mike's Place: A True Story of Love, Blues, and Terror in Tel Aviv",Jack Baxter,First Second,303,3.62,"('6', '9', '2015')",2015
4,Blue Place,Places Blue (George Hartmann #3),Kelly Utt,Standards of Starlight,5,4.71,"('3', '10', '2019')",2019
5,Blue Place,"George Hartmann Series Books 1-3: Ithaca's Soldier, Subject to Danger, and Places Blue",Kelly Utt,,1,5.00,"(None, None, None)",
6,Blue Place,A Place to Call Home (Men in Blue),Sharon Sala,,187,4.19,"(None, None, None)",
7,Blue Place,A Blueprint for Your Castle in the Clouds: Make the Inside of Your Head Your Favorite Place to Be,Barbara Sophia Tammes,Conari Press,45,4.12,"('1', '1', '2013')",2013
8,Blue Place,History Inside the Blue Line: Place Names of the Trans Adirondack Route,Erik Schlimmer,,0,0.00,"(None, None, None)",
9,Blue Place,Collected Essays & Memoirs: The Omni-Americans / South to a Very Old Place / The Hero and the Blues / Stomping the Blues / The Blue Devils of Nada / From the Briarpatch File / Other Writings,Albert Murray,Library of America,16,4.35,"('10', '18', '2016')",2016
10,Blue Place,Bluelist: 618 Things to Do and Places to Go 06-07,Lonely Planet,Lonely Planet,99,3.86,"('1', '1', '2006')",2006
11,Blue Place,Blue Jeans in High Places: The Coming Makeover of American Politics,Mike McCabe,,55,4.07,"(None, None, None)",
12,Blue Place,The Charlotte and Thomas Pitt Novels Volume Two: Resurrection Row / Rutland Place / Bluegate Fields,Anne Perry,,38,4.39,"(None, None, None)",
13,Blue Place,Leatherback Blues: The Wild Place Adventure Series,Karen Hood-Caddy,Dundurn,1,3.73,"('2', '24', '2018')",2018
14,Blue Place,The Blue Zones of Happiness: Secrets of the World's Happiest Places,Dan Buettner,,48,3.93,"(None, None, None)",
15,Blue Place,"The Divine Blueprint: Temples, Power Places, and the Global Plan to Shape the Human Soul",Freddy Silva,Invisible Temple,12,4.71,"('9', '1', '2013')",2013
16,Blue Place,This Strange Blue Place In Which We Dream,Bob Schofield,Bob Schofield,1,5.00,"('8', None, '2016')",2016
17,Blue Place,Recruitment Blueprint: Control the deal and make more placements,Roy Ripper,,17,3.71,"(None, None, None)",
18,Blue Place,"Reader's Digest Select Editions, Volume 284, 2006 # 2: Looking for Peyton Place / Lifeguard / The Blue Bistro / Sacred Cows",Reader's Digest Association,Reader's Digest,7,4.30,"(None, None, '2006')",2006
19,Blue Place,Number Place: Blue,Tetsuya Nishio,Vertical,0,0.00,"('9', '27', '2011')",2011
0,Stay,"If I Stay (If I Stay, #1)",Gayle Forman,Dutton Books for Young Readers,632424,3.94,"('4', '2', '2009')",2009
1,Stay,"Where She Went (If I Stay, #2)",Gayle Forman,Dutton Juvenile,224155,4.02,"('4', '5', '2011')",2011
2,Stay,"Those Who Leave and Those Who Stay (The Neapolitan Novels, #3)",Elena Ferrante,Europa Editions,57295,4.31,"('9', '2', '2014')",2014
3,Stay,Stay with Me,Ayọ̀bámi Adébáyọ̀,Knopf Publishing Group,25011,4.05,"('8', '22', '2017')",2017
4,Stay,Stay Sexy & Don’t Get Murdered: The Definitive How-To Guide,Karen Kilgariff,,37341,4.14,"(None, None, None)",
5,Stay,Here To Stay,Mark  Edwards,,24672,3.98,"(None, None, None)",
6,Stay,Stay Close,Harlan Coben,Dutton,34380,3.89,"('3', '20', '2012')",2012
7,Stay,Reasons to Stay Alive,Matt Haig,Canongate Books,21370,4.16,"('3', '5', '2015')",2015
8,Stay,"If You Stay (Beautifully Broken, #1)",Courtney Cole,Lakehouse Press,32213,3.94,"('2', '5', '2013')",2013
9,Stay,"Stay with Me (Wait for You, #3)",Jennifer L. Armentrout,William Morrow Paperbacks,24870,4.17,"('9', '23', '2014')",2014
10,Stay,Don't Let the Pigeon Stay Up Late!,Mo Willems,Hyperion Books for Children,34384,4.33,"('4', '1', '2006')",2006
11,Stay,Stay,Catherine Ryan Hyde,,14344,4.39,"(None, None, None)",
12,Stay,Stay,Deb Caletti,Simon Pulse,10927,3.88,"('4', '5', '2011')",2011
13,Stay,"Knight & Stay (Knight, #2)",Kitty French,,19524,4.18,"('5', '4', '2013')",2013
14,Stay,"Say You'll Stay (Return to Me, #1)",Corinne Michaels,,12045,4.12,"('6', '20', '2016')",2016
15,Stay,"Stay Out of the Basement  (Goosebumps, #2)",R.L. Stine,Scholastic,14569,3.67,"('9', '1', '2003')",2003
16,Stay,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",Denis Leary,,13968,3.67,"(None, None, None)",
17,Stay,One to Watch,Kate Stayman-London,,21291,4.05,"(None, None, None)",
18,Stay,Staying Fat for Sarah Byrnes,Chris Crutcher,Greenwillow Books,12769,3.95,"('3', '18', '2003')",2003
19,Stay,The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,John Mark Comer,Waterbrook Press,6054,4.62,"('10', '29', '2019')",2019
0,Always,We Have Always Lived in the Castle,Shirley Jackson,Penguin Books,93712,3.99,"('10', '31', '2006')",2006
1,Always,"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",Jenny Han,Simon  Schuster Books for Young Readers,121528,4.12,"('5', '2', '2017')",2017
2,Always,This Is How It Always Is,Laurie Frankel,Flatiron Books,61873,4.25,"('6', None, '2018')",2018
3,Always,"We'll Always Have Summer (Summer, #3)",Jenny Han,Simon & Schuster Children's Publishing,85896,4.11,"('4', '26', '2011')",2011
4,Always,"The Next Always (Inn BoonsBoro Trilogy, #1)",Nora Roberts,Brilliance Audio,62172,4.12,"('11', '1', '2011')",2011
5,Always,The Postman Always Rings Twice,James M. Cain,Orion,25649,3.80,"('9', '9', '2010')",2010
6,Always,"Everybody, Always: Becoming Love in a World Full of Setbacks and Difficult People",Bob Goff,Thomas Nelson,20178,4.49,"('4', '17', '2018')",2018
7,Always,It's Always the Husband,Michele Campbell,St. Martin's Press,16961,3.68,"('5', '16', '2017')",2017
8,Always,Opposite of Always,Justin A. Reynolds,Katherine Tegen Books,9657,3.71,"('3', '5', '2019')",2019
9,Always,The Thief of Always,Clive Barker,HarperCollins Publishers,24008,4.20,"('11', None, '1992')",1992
10,Always,Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,Hyperion Books,20001,3.81,"('4', '1', '2009')",2009
11,Always,"Once and Always (Sequels, #1)",Judith McNaught,Pocket,21165,4.20,"('4', '25', '2006')",2006
12,Always,"The Edge of Always (The Edge of Never, #2)",J.A. Redmerski,Forever,19733,4.01,"('1', '14', '2014')",2014
13,Always,"Always You (Best Friend, #1)",Kirsty Moseley,,19757,3.92,"('10', '31', '2012')",2012
14,Always,I Will Always Write Back: How One Letter Changed Two Lives,Caitlin Alifirenka,"Little, Brown Books for Young Readers",13061,4.40,"('4', '14', '2015')",2015
15,Always,Always Never Yours,Emily Wibberley,PenguinBooks,5832,3.85,"('5', '22', '2018')",2018
16,Always,"Forever & Always (The Ever Trilogy, #1)",Jasinda Wilder,,9254,3.98,"('12', '16', '2013')",2013
17,Always,Never Always Sometimes,Adi Alsaid,Harlequin Teen,6874,3.30,"('8', '4', '2015')",2015
18,Always,The Dictator's Handbook: Why Bad Behavior is Almost Always Good Politics,Bruce Bueno de Mesquita,PublicAffairs,5657,4.29,"('9', '27', '2011')",2011
19,Always,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,Jenny Han,Simon & Schuster Books for Young Readers,11400,4.42,"('5', '24', '2011')",2011
0,All Things Violent ,All Things Violent,Nikki Dolson,Fahrenheit Press,35,4.06,"('7', '24', '2017')",2017
0,Love and other criminal behavior ,Love and Other Criminal Behavior,Nikki Dolson,Bronzeville Books,12,4.20,"('6', '16', '2020')",2020
0,Little White Lies,Little White Lies,Gemma Townley,Ballantine Books,8549,3.65,"('3', '29', '2005')",2005
1,Little White Lies,"Little White Lies (Debutantes, #1)",Jennifer Lynn Barnes,Freeform,4560,3.86,"('11', '6', '2018')",2018
2,Little White Lies,Little White Lies,Philippa East,HQ,906,3.54,"('2', '4', '2020')",2020
3,Little White Lies,A Little White Lie,Titish A.K.,Gramedia Pustaka Utama,3317,3.77,"('3', None, '2007')",2007
4,Little White Lies,"Little Black Dresses, Little White Lies",Laura Stampler,Simon Pulse,1044,3.81,"('7', '19', '2016')",2016
5,Little White Lies,"Little White Lies (Spenser, #45)",Ace Atkins,,3124,3.88,"(None, None, None)",
6,Little White Lies,Little White Lies,Katie Dale,Delacorte Press,635,3.98,"('12', '9', '2014')",2014
7,Little White Lies,"Lemon Pies and Little White Lies (A Charmed Pie Shoppe Mystery, #4)",Ellery Adams,Berkley,1353,3.95,"('4', '7', '2015')",2015
8,Little White Lies,Little White Lies,Jessica Burkhart,Aladdin,1554,4.32,"('12', '22', '2009')",2009
9,Little White Lies,The Little White Lies Guide to Making Your Own Movie: In 39 Steps,Little White Lies,Laurence King Publishing,39,3.68,"('9', '19', '2017')",2017
10,Little White Lies,"Truths, Half Truths and Little White Lies",Nick  Frost,Hodder & Stoughton General Division,660,3.86,"('10', '8', '2015')",2015
11,Little White Lies,"Little White Lies (Mimics of Rune, #1)",Aimee Laine,J. Taylor Publishing,141,3.52,"('7', '1', '2011')",2011
12,Little White Lies,"Little White Lies (The Keepers, #2.5)",Rita Herron,,447,3.72,"(None, None, None)",
13,Little White Lies,Little White Lies,Kimberley Reeves,Amazon Digital Services,592,3.56,"('1', '28', '2012')",2012
14,Little White Lies,Fifty Years in Polygamy: Big Secrets and Little White Lies,Kristyn Decker,Balboa Press,358,3.59,"('4', '1', '2012')",2012
15,Little White Lies,Love and a Little White Lie (State of Grace #1),Tammy L. Gray,,134,4.51,"(None, None, None)",
16,Little White Lies,Little White Lies,Erin Lawless,,28,3.64,"('2', '16', '2013')",2013
17,Little White Lies,Little White Lies,R.C. Matthews,Crimson Romance,50,3.92,"('3', '24', '2014')",2014
18,Little White Lies,"Little White Lies (Harvard Academy Elite, #1)",Sapphire Knight,,280,3.79,"(None, None, None)",
19,Little White Lies,The Little White Christmas Lie,Kristy Tate,,273,3.92,"(None, None, None)",
0,Follow Her Home,Follow Her Home,Emerald O'Brien,,50,4.67,"('10', None, '2020')",2020
1,Follow Her Home,"Follow Her Home (Juniper Song, #1)",Steph Cha,Minotaur Books,724,3.43,"('4', '16', '2013')",2013
2,Follow Her Home,What Happened in Vegas Followed Her Home (Vegas Brides Book 1),Erin Leigh Crisp,,14,4.14,"(None, None, None)",
3,Follow Her Home,To Follow Her Home: And Other Stories,Lydia Guzman,,1,5.00,"(None, None, None)",
4,Follow Her Home,Follow Her Home: Juniper Song #1,Steph Cha,Faber  Faber,0,0.00,"('1', '7', '2021')",2021
5,Follow Her Home,To Follow a Dream: A new home. An old journal. Will the young widow find the secret to her present in the past? (Lake Nolan Summers Book 1),Chandra Lynn Smith,,9,4.78,"(None, None, None)",
6,Follow Her Home,"Hydroponics for the Home Gardener: An Easy-To-Follow, Step-By-Step Guide for Growing Healthy Vegetables, Herbs and House Plants Without Soil.",Stewart Kenyon,Key Porter Books,22,3.77,"('2', '5', '2005')",2005
7,Follow Her Home,The Tip Jar: Follow One Young Woman's Journey of Being Adopted and Finding Her Way Back Home,Viorica Culea,,5,4.12,"(None, None, None)",
8,Follow Her Home,The Tip Jar: Follow One Woman's Journey of Being Adopted and Finding Her Way Back Home,Viorica Culea,Createspace,1,1.00,"('4', '1', '2015')",2015
9,Follow Her Home,Her Drunken Indiscretion: BWWM Interracial Billionaire (What Happens In Vegas Sometimes Follows You Home Book 1),Clarise Watkins,,1,2.00,"(None, None, None)",
10,Follow Her Home,To Follow a Dream: A new home. An old journal. Will the young widow find the secret to her present in the past? (Lake Nolan Summers Book 1),Chandra Lynn Smith,,0,0.00,"(None, None, None)",
11,Follow Her Home,Work at Home for 21st Century Moms - Dad's & Grandparents Too! Here is an Easy-To-Follow Common Sense System That Will Have You Earning Regular Paychecks From Home FAST AAA+++,Manuel Ortiz Braschi,,0,0.00,"(None, None, None)",
12,Follow Her Home,"House Cleaning Planner: Daily, Weekly Routines for Flylady's Control Journal (US Letter size 8.5x11) for Home Management followers",Carmen Herron,Independently Published,0,0.00,"('12', '26', '2019')",2019
13,Follow Her Home,HOW TO DRY HERBS: An Amazing Easy to Follow Guide on How to Dry Herbs at Home,Nancy Duke,,0,0.00,"(None, None, None)",
14,Follow Her Home,"Alternative Medicine in Under an Hour: An Easy to Follow Guide for Understanding Holistic Medicine, Homeopathic Remedies, Herbs & Supplements",Elena Upton,,0,0.00,"(None, None, None)",
15,Follow Her Home,HERBAL MEDICINE MAKERS HANDBOOK: Easy To Follow Guide On How To Safely Prepare Homemade Natural Neosporin.,JAMES DURU,,0,0.00,"(None, None, None)",
16,Follow Her Home,"House Cleaning Planner: Daily, Weekly Routines for Flylady's Control Journal (US Letter size 8.5x11) for Home Management followers",Carmen Herron,Independently Published,0,0.00,"('12', '26', '2019')",2019
17,Follow Her Home,"Household Cleaning Daily Weekly Monthly Cleaning Planner and Organizer: Daily, Weekly Routines for Flylady's Control Journal (US Letter size 8.5x11) for Home Management followers",Carmen Herron,Independently Published,0,0.00,"('12', '31', '2019')",2019
18,Follow Her Home,"House Cleaning Planner: Daily, Weekly Routines for Flylady's Control Journal (US Letter size 8.5x11) for Home Management followers",Carmen Herron,Independently Published,0,0.00,"('12', '26', '2019')",2019
0,Beware Beware,"Beware the Wild (Beware the Wild, #1)",Natalie C. Parker,HarperTeen,3049,3.75,"('10', '21', '2014')",2014
1,Beware Beware,"Beware (Beware, #1)",Shanora Williams,,2205,3.94,"(None, None, None)",
2,Beware Beware,"Beware Beware (Juniper Song, #2)",Steph Cha,Minotaur Books,246,3.96,"('8', '12', '2014')",2014
3,Beware Beware,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes, Vol. 1)",Noelle Stevenson,BOOM! Box,56403,3.91,"('4', '7', '2015')",2015
4,Beware Beware,"Beware the Past (DCI Matt Ballard, #1)",Joy Ellis,,23584,4.33,"(None, None, None)",
5,Beware Beware,Beware Beware,Susan Hill,Candlewick Press,23,3.11,"('9', '1', '1993')",1993
6,Beware Beware,"Beware the Mare (Beware the Mare, #1)",Jessie Haas,Greenwillow Books,24,3.74,"('5', '27', '1993')",1993
7,Beware Beware,"Giants Beware! (Chronicles of Claudette, #1)",Jorge Aguirre,First Second,8717,4.03,"('4', '10', '2012')",2012
8,Beware Beware,Beware of Pity,Stefan Zweig,NYRB Classics,4836,4.21,"('6', '20', '2006')",2006
9,Beware Beware,"A Blue for Beware (Beware the Mare, #2)",Jessie Haas,HarperTrophy,11,3.42,"('3', '28', '1997')",1997
10,Beware Beware,"Beware of Bad Boy (Beware of Bad Boy, #1)",April Brookshire,April Brookshire,3589,3.75,"('10', '15', '2013')",2013
11,Beware Beware,"Beware and Stogie (Beware the Mare, #4)",Jessie Haas,Greenwillow Books,6,3.75,"('8', '20', '1998')",1998
12,Beware Beware,"Be Well, Beware (Beware the Mare, #3)",Jessie Haas,HarperTrophy,10,3.75,"('3', '1', '1997')",1997
13,Beware Beware,"Beware, Princess Elizabeth (Young Royals, #2)",Carolyn Meyer,HMH Books for Young Readers,4295,3.88,"('9', '1', '2002')",2002
14,Beware Beware,"Beware the Night (The Offering Series, #1)",Jessika Fleck,Swoon Reads,542,3.45,"('3', '12', '2019')",2019
15,Beware Beware,"Beware, the Snowman (Goosebumps, #51)",R.L. Stine,Scholastic Inc.,3734,3.56,"('10', None, '2006')",2006
16,Beware Beware,Beware! Beware! A Witch Won't Share,Ida DeLage,Chelsea House Publishing,3,2.50,"('11', None, '1990')",1990
17,Beware Beware,"Lover Beware (Drake Sisters, #1; World of the Lupi extra)",Christine Feehan,Berkley Publishing,4022,4.10,"('7', None, '2003')",2003
18,Beware Beware,"Beware, Beware of the Big Bad Bear!",Dianne de Las Casas,Pelican,6,3.17,"('9', '14', '2012')",2012
19,Beware Beware,Beware That Girl,Teresa Toten,Doubleday Canada,2504,3.40,"('5', '31', '2016')",2016
0,Dead Soon Enough,"Dead Soon Enough (Juniper Song, #3)",Steph Cha,Minotaur Books,202,3.96,"('8', '11', '2015')",2015
0,Cottonmouths,She's Gotta Be Mine (Cottonmouth #1),Jennifer Skully,Jasmine Haynes,4133,3.52,"('11', '15', '2011')",2011
1,Cottonmouths,Cottonmouths,Kelly J. Ford,Skyhorse Publishing,318,3.81,"('6', '6', '2017')",2017
2,Cottonmouths,Cottonmouth Kisses,Clint Catalyst,"Manic D Press, Inc.",133,4.08,"('3', '1', '2000')",2000
3,Cottonmouths,"Fool's Gold (Cottonmouth, #2)",Jennifer Skully,,165,3.72,"('12', '30', '2013')",2013
4,Cottonmouths,Cottonmouth and the River (Freddie Cottonmouth #1),C.S. Fritz,David C Cook,93,4.08,"('5', '1', '2014')",2014
5,Cottonmouths,Cottonmouth (The Guns of Samuel Pritchard Book 2),Sean Lynch,,73,4.39,"(None, None, None)",
6,Cottonmouths,"Can't Forget You (Cottonmouth, #3)",Jennifer Skully,,68,3.99,"(None, None, None)",
7,Cottonmouths,"Untitled (Cottonmouth, #4)",Jennifer Skully,,2,2.00,"(None, None, None)",
8,Cottonmouths,The Redhead at Cottonmouth Run,Lynn Forest,,16,3.69,"(None, None, None)",
9,Cottonmouths,Cottonmouth and the End (Freddie Cottonmouth #3),C.S. Fritz,David C Cook,37,3.98,"('5', '1', '2015')",2015
10,Cottonmouths,Cottonmouth and the Great Gift (Freddie Cottonmouth #2),C.S. Fritz,David C Cook,53,3.88,"('9', '1', '2014')",2014
11,Cottonmouths,The Cottonmouth Club,Lance Marcum,"Farrar, Straus and Giroux (BYR)",30,3.77,"('5', '10', '2005')",2005
12,Cottonmouths,Cottonmouth Series: 3-Book Bundle,Jennifer Skully,,3,4.33,"(None, None, None)",
13,Cottonmouths,"Cottonmouth (Soldier's Of Hades MC, #1)",K.J. Dahlen,K.J. Dahlen,7,5.00,"('8', '15', '2020')",2020
14,Cottonmouths,Cottonmouth,Julian Lee Rayford,University Alabama Press,4,4.00,"('3', '30', '1991')",1991
15,Cottonmouths,Cottonmouths,Linda George,Capstone Press,4,4.25,"('1', '1', '1998')",1998
16,Cottonmouths,Cottonmouths,Eric Ethan,Gareth Stevens Publishing,7,3.71,"('9', '1', '1997')",1997
17,Cottonmouths,Cottonmouth Creek,Jay Hamlin,,4,3.75,"(None, None, None)",
