,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
2,O'Malley Katee Roberts,"The Bastard's Bargain (The O'Malleys, #6)",Katee Robert,,1123,4.11,"(None, None, None)",
3,O'Malley Katee Roberts,"An Indecent Proposal (The O'Malleys, #3)",Katee Robert,Forever,1138,3.88,"('8', '30', '2016')",2016
4,O'Malley Katee Roberts,"Forbidden Promises (The O'Malleys, #4)",Katee Robert,,1086,4.01,"(None, None, None)",
5,O'Malley Katee Roberts,"Undercover Attraction (The O'Malleys, #5)",Katee Robert,,984,4.12,"(None, None, None)",
6,O'Malley Katee Roberts,The O'Malleys Box Set Books 1-3,Katee Robert,Forever,0,0.00,"('11', '3', '2020')",2020
0,Kings Katee Roberts,"The Last King (The Kings, #1)",Katee Robert,,486,3.83,"('4', '3', '2018')",2018
1,Kings Katee Roberts,"The Fearless King (The Kings, #2)",Katee Robert,Forever,220,3.90,"('2', '5', '2019')",2019
2,Kings Katee Roberts,"Siren's Curse (The Sea King's Daughters, #3)",Katee Robert,,38,3.82,"(None, None, None)",
3,Kings Katee Roberts,The Sea King's Daughters: Collection 1,Philippa Ballantine,,2,4.00,"(None, None, None)",
0,Viper Force Series Marlie May,"Viper Force Complete Series: Fearless, Ruthless, & Reckless",Marlie May,,2,4.50,"(None, None, None)",
0,Lovestruck Librarians Olivia Dade,"Broken Resolutions (Lovestruck Librarians, #1)",Olivia Dade,Lyrical Shine,361,3.03,"('12', '8', '2015')",2015
1,Lovestruck Librarians Olivia Dade,"My Reckless Valentine (Lovestruck Librarians, #2)",Olivia Dade,Lyrical Shine,170,3.50,"('1', '19', '2016')",2016
2,Lovestruck Librarians Olivia Dade,"Mayday (Lovestruck Librarians, #3)",Olivia Dade,Kensington Publishing Corporation,165,3.54,"('5', '10', '2016')",2016
3,Lovestruck Librarians Olivia Dade,Hidden Hearts (Lovestruck Librarians #6),Olivia Dade,,190,3.67,"(None, None, None)",
4,Lovestruck Librarians Olivia Dade,"Driven to Distraction (Lovestruck Librarians, #5)",Olivia Dade,Lyrical Shine,192,3.59,"('1', '17', '2017')",2017
5,Lovestruck Librarians Olivia Dade,"Ready to Fall (Lovestruck Librarians, #4)",Olivia Dade,Lyrical Shine,155,3.69,"('6', '21', '2016')",2016
0,A Man of His Word Sarah M. Anderson,"A Man of His Word (Lawyers in Love, #1)",Sarah M. Anderson,Harlequin,97,3.69,"('11', '29', '2011')",2011
1,A Man of His Word Sarah M. Anderson,Feeling the Heat & A Man of His Word,Brenda Jackson,Mills & Boon,23,4.65,"('7', '1', '2012')",2012
2,A Man of His Word Sarah M. Anderson,In Bed with the Opposition / A Man of His Word,Kathie DeNosky,,1,5.00,"(None, None, None)",
3,A Man of His Word Sarah M. Anderson,Laws of Attraction / A Man of his Word / A Man of Privilege / A Man of Distinction,Sarah M. Anderson,Mills & Boon Special Release,0,0.00,"('1', '1', '2019')",2019
0,Seduction on His Terms Sarah M. Anderson,Seduction on His Terms,Sarah M. Anderson,Harlequin Desire,46,4.38,"('2', '1', '2019')",2019
1,Seduction on His Terms Sarah M. Anderson,Lone Star Reunion / Seduction on His Terms,Joss Wood,Mills & Boon,2,4.50,"('1', '10', '2019')",2019
2,Seduction on His Terms Sarah M. Anderson,"Desire Box Set 1-6/Lone Star Reunion/Revenge with Benefits/The Secret Twin/Best Friends, Secret Lovers/Seduction on His Terms/A Convenient SC",Catherine Mann,Mills & Boon Desire,0,0.00,"('2', '1', '2019')",2019
0,The Rakess Scarlett Peckham,"The Rakess (Society of Sirens, #1)",Scarlett Peckham,,530,3.91,"(None, None, None)",
0,,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,St. Martins Press-3PL,356148,3.43,"('3', '18', '2003')",2003
1,,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,Atheneum Books for Young Readers,74260,4.09,"('5', None, '2004')",2004
2,,Annie on My Mind,Nancy Garden,"Farrar, Straus and Giroux (BYR)",38604,3.99,"(None, None, '1992')",1992
3,,Loving Frank,Nancy Horan,,82958,3.76,"(None, None, None)",
4,,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901",Nancy E. Turner,Harper Perennial,14684,4.34,"('4', '1', '2008')",2008
5,,The Living Mountain,Nan Shepherd,Canongate Books,2130,4.31,"('8', '18', '2011')",2011
6,,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,Applewood Books,56667,3.99,"('9', '1', '1991')",1991
7,,The Ballad of Sexual Dependency,Nan Goldin,Aperture,4335,4.20,"('6', '15', '2005')",2005
8,,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,Viking,15400,3.74,"('6', '21', '2016')",2016
9,,The Perfect Nanny,Leïla Slimani,Penguin Books,35787,3.39,"('1', '9', '2018')",2018
10,,The Rape of Nanking,Iris Chang,Penguin Books,24558,4.12,"('11', '1', '1998')",1998
11,,"The First Cut (Nan Vining Mysteries, #1)",Dianne Emley,Ballantine Books,452,3.72,"('8', '29', '2006')",2006
12,,"Nana, Vol. 1",Ai Yazawa,VIZ Media LLC,34142,4.21,"('12', '6', '2005')",2005
13,,Sunan Cinta Nan Sakti,Ramlee Awang Murshid,Alaf 21,316,4.42,"('11', None, '2015')",2015
14,,Fierce Winds and Fiery Dragons (Dusky Hollows #1),Nan Sweet,,41,4.10,"(None, None, None)",
15,,Rokok Nan Sebatang,Nami Cob Nobbler,Lejen Press,244,3.94,"('4', None, '2013')",2013
16,,The Hidden Staircase (Nancy Drew Mystery Stories #2),Carolyn Keene,Grosset & Dunlap,31406,3.95,"(None, None, '1996')",1996
17,,Flowers of Mold,Ha Seong-nan,,422,3.69,"(None, None, None)",
18,,Promises of the Heart,Nan Rossiter,Harper Paperbacks,151,4.16,"('2', '4', '2020')",2020
19,,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,Harmony,14113,4.23,"('5', '16', '2000')",2000
0,,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,St. Martins Press-3PL,356148,3.43,"('3', '18', '2003')",2003
1,,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,Atheneum Books for Young Readers,74260,4.09,"('5', None, '2004')",2004
2,,Annie on My Mind,Nancy Garden,"Farrar, Straus and Giroux (BYR)",38604,3.99,"(None, None, '1992')",1992
3,,Loving Frank,Nancy Horan,,82958,3.76,"(None, None, None)",
4,,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901",Nancy E. Turner,Harper Perennial,14684,4.34,"('4', '1', '2008')",2008
5,,The Living Mountain,Nan Shepherd,Canongate Books,2130,4.31,"('8', '18', '2011')",2011
6,,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,Applewood Books,56667,3.99,"('9', '1', '1991')",1991
7,,The Ballad of Sexual Dependency,Nan Goldin,Aperture,4335,4.20,"('6', '15', '2005')",2005
8,,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,Viking,15400,3.74,"('6', '21', '2016')",2016
9,,The Perfect Nanny,Leïla Slimani,Penguin Books,35787,3.39,"('1', '9', '2018')",2018
10,,The Rape of Nanking,Iris Chang,Penguin Books,24558,4.12,"('11', '1', '1998')",1998
11,,"The First Cut (Nan Vining Mysteries, #1)",Dianne Emley,Ballantine Books,452,3.72,"('8', '29', '2006')",2006
12,,"Nana, Vol. 1",Ai Yazawa,VIZ Media LLC,34142,4.21,"('12', '6', '2005')",2005
13,,Sunan Cinta Nan Sakti,Ramlee Awang Murshid,Alaf 21,316,4.42,"('11', None, '2015')",2015
14,,Fierce Winds and Fiery Dragons (Dusky Hollows #1),Nan Sweet,,41,4.10,"(None, None, None)",
15,,Rokok Nan Sebatang,Nami Cob Nobbler,Lejen Press,244,3.94,"('4', None, '2013')",2013
16,,The Hidden Staircase (Nancy Drew Mystery Stories #2),Carolyn Keene,Grosset & Dunlap,31406,3.95,"(None, None, '1996')",1996
17,,Flowers of Mold,Ha Seong-nan,,422,3.69,"(None, None, None)",
18,,Promises of the Heart,Nan Rossiter,Harper Paperbacks,151,4.16,"('2', '4', '2020')",2020
19,,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,Harmony,14113,4.23,"('5', '16', '2000')",2000
0,Grimm Agency J. C. Nelson,"Free Agent (Grimm Agency, #1)",J.C. Nelson,Ace,1412,3.61,"('7', '29', '2014')",2014
1,Grimm Agency J. C. Nelson,"Armageddon Rules (Grimm Agency, #2)",J.C. Nelson,Ace,565,3.90,"('2', '24', '2015')",2015
2,Grimm Agency J. C. Nelson,"Wish Bound (Grimm Agency, #3)",J.C. Nelson,Ace,398,3.92,"('8', '25', '2015')",2015
3,Grimm Agency J. C. Nelson,"Soul Ink (Grimm Agency, #1.5)",J.C. Nelson,Ace,212,3.79,"('1', '6', '2015')",2015
0,Bitten Kelley Armstrong,"Bitten (Otherworld, #1)",Kelley Armstrong,Plume Books,83159,4.04,"('9', '7', '2004')",2004
1,Bitten Kelley Armstrong,"Novels by Kelley Armstrong: The Summoning, Stolen, Bitten, Industrial Magic, the Awakening, Dime Store Magic, Broken, Haunted, Personal Demon",Books LLC,,73,4.58,"(None, None, None)",
2,Bitten Kelley Armstrong,"Articles on Novels by Kelley Armstrong, Including: Bitten (Novel), Stolen (Novel), Dime Store Magic (Novel), Industrial Magic (Novel), Haunted (Armstrong Novel), Broken (Novel), No Humans Involved, Personal Demon, the Summoning (Novel)",Hephaestus Books,Hephaestus Books,32,4.72,"('8', '26', '2011')",2011
3,Bitten Kelley Armstrong,The Bitten Word,Ian Whates,NewCon Press,33,3.56,"('3', '26', '2010')",2010
4,Bitten Kelley Armstrong,"Werewolves: Book One: Bitten, Stolen and Beginnings",Kelley Armstrong,,19,4.42,"(None, None, None)",
5,Bitten Kelley Armstrong,Nacht der Hexen: Bitten: Women of the Otherworld 3 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.07,"(None, None, None)",
6,Bitten Kelley Armstrong,Biss der Wölfin: Bitten: Women of the Otherworld 9 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.27,"(None, None, None)",
7,Bitten Kelley Armstrong,Nacht der Dämonin: Bitten: Women of the Otherworld 8 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.08,"(None, None, None)",
8,Bitten Kelley Armstrong,Nacht der Geister: Bitten: Women of the Otherworld 5 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.08,"(None, None, None)",
9,Bitten Kelley Armstrong,Rückkehr der Wölfin: Bitten: Women of the Otherworld 2 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.15,"(None, None, None)",
10,Bitten Kelley Armstrong,Pakt der Hexen: Bitten: Women of the Otherworld 4 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.13,"(None, None, None)",
11,Bitten Kelley Armstrong,Lockruf der Toten: Bitten: Women of the Otherworld 7 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.19,"(None, None, None)",
12,Bitten Kelley Armstrong,Blut der Wölfin: Bitten: Women of the Otherworld 6 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.18,"(None, None, None)",
0,The Ten Thousand Doors of January Alex E. Harrow,The Ten Thousand Doors of January,Alix E. Harrow,Redhook,34879,4.08,"('9', '10', '2019')",2019
0,The Handbook For Surviving a Giant Monster Attack Anthony Wendel,The Handbook for Surviving a Giant Monster Attack,Anthony Wendel,,9,3.78,"(None, None, None)",
0,Transcendent 2: The Year's Best Transgender Speculative Fiction 2016 Bogi Takács,Transcendent 2: The Year's Best Transgender Speculative Fiction 2016,Bogi Takács,Lethe Press,87,4.13,"('10', '23', '2017')",2017
0,Transcendent 4: The Year's Best Transgender Speculative Fiction 2018 Bogi Takács,Transcendent 2: The Year's Best Transgender Speculative Fiction 2016,Bogi Takács,Lethe Press,87,4.13,"('10', '23', '2017')",2017
0,The Trans Space Octopus Congregation Bogi Takács,The Trans Space Octopus Congregation: Stories,Bogi Takács,Lethe Press,43,4.28,"('10', '7', '2019')",2019
0,Algorithmic Shapeshifting Bogi Takács,Algorithmic Shapeshifting: Poems,Bogi Takács,Aqueduct Press,17,4.32,"('5', None, '2019')",2019
1,Algorithmic Shapeshifting Bogi Takács,Algorithmic Shapeshifting (Conversation Pieces),Bogi Takács,,0,0.00,"(None, None, None)",
0,Transcendent 3: The Year's Best Transgender Speculative Fiction 2017 Bogi Takács ,Transcendent 3: The Year's Best Transgender Speculative Fiction,Bogi Takács,Lethe Press,50,4.19,"('10', '1', '2018')",2018
0,The Luminous Dead Caitlin Starling,The Luminous Dead,Caitlin  Starling,Harper Voyager,4300,3.72,"('4', '2', '2019')",2019
0,Jane Lawrence Caitlin Starling,The Death of Jane Lawrence,Caitlin  Starling,St. Martin's Press,1,5.00,"(None, None, '2021')",2021
0,Cold Counsel Chris Sharp,Cold Counsel,Chris  Sharp,Tor.com,147,3.76,"('2', '21', '2017')",2017
0,Miriam Black Chuck Wendig,"Blackbirds (Miriam Black, #1)",Chuck Wendig,Angry Robot,6654,3.75,"('4', '24', '2012')",2012
1,Miriam Black Chuck Wendig,"The Cormorant (Miriam Black, #3)",Chuck Wendig,Angry Robot,1784,4.23,"('12', '31', '2013')",2013
2,Miriam Black Chuck Wendig,"Mockingbird (Miriam Black, #2)",Chuck Wendig,Angry Robot,2936,4.10,"('8', '28', '2012')",2012
3,Miriam Black Chuck Wendig,"Thunderbird (Miriam Black, #4)",Chuck Wendig,Saga Press,651,4.25,"('2', '28', '2017')",2017
4,Miriam Black Chuck Wendig,"Vultures (Miriam Black, #6)",Chuck Wendig,SAGA Press,274,4.48,"('1', None, '2019')",2019
5,Miriam Black Chuck Wendig,"The Raptor & the Wren (Miriam Black, #5)",Chuck Wendig,SAGA Press,587,4.29,"('1', '23', '2018')",2018
6,Miriam Black Chuck Wendig,"Chuck Wendig Books 2017 Checklist: Reading Order of Atlanta Burns Series, Miriam Black Series, Mookie Pearl Series, The Heartland Trilogy Series and List of All Chuck Wendig Books",Platinum List,,0,0.00,"(None, None, None)",
7,Miriam Black Chuck Wendig,"Three Slices (The Iron Druid Chronicles, #7.5; Blud, #3.5; Miriam Black, #3.5)",Kevin Hearne,Podium Publishing,67,3.92,"('5', '5', '2015')",2015
0,Mookie Chuck Wendig,"The Blue Blazes (Mookie Pearl, #1)",Chuck Wendig,Angry Robot,1469,3.85,"('5', '28', '2013')",2013
1,Mookie Chuck Wendig,"The Hellsblood Bride (Mookie Pearl, #2)",Chuck Wendig,Angry Robots,147,3.92,"(None, None, None)",
2,Mookie Chuck Wendig,"Red Devils Rise (Mookie Pearl, #3)",Chuck Wendig,Angry Robot,0,0.00,"('9', '1', '2015')",2015
3,Mookie Chuck Wendig,"Chuck Wendig Books 2017 Checklist: Reading Order of Atlanta Burns Series, Miriam Black Series, Mookie Pearl Series, The Heartland Trilogy Series and List of All Chuck Wendig Books",Platinum List,,0,0.00,"(None, None, None)",
0,The Caledonian Gambit Dan Moren,The Caledonian Gambit,Dan Moren,Talos,554,3.88,"('5', '23', '2017')",2017
0,Long Price Daniel Abraham,"A Shadow in Summer (Long Price Quartet, #1)",Daniel Abraham,Tor Books,10077,3.61,"('3', '7', '2006')",2006
1,Long Price Daniel Abraham,"An Autumn War (Long Price Quartet, #3)",Daniel Abraham,Tor Books,5633,4.03,"('7', '22', '2008')",2008
2,Long Price Daniel Abraham,"A Betrayal in Winter (Long Price Quartet, #2)",Daniel Abraham,Tor Books,5578,3.89,"('8', '21', '2007')",2007
3,Long Price Daniel Abraham,"The Price of Spring (Long Price Quartet, #4)",Daniel Abraham,Tor Books,4705,4.08,"('7', '21', '2009')",2009
4,Long Price Daniel Abraham,"Shadow and Betrayal (Long Price Quartet, #1-2)",Daniel Abraham,Orbit,803,3.80,"('1', '1', '2010')",2010
5,Long Price Daniel Abraham,"Seasons of War (Long Price Quartet, #3-4)",Daniel Abraham,Orbit,601,4.08,"('1', '1', '2010')",2010
6,Long Price Daniel Abraham,"The Long Price Quartet: The Complete Quartet (a Shadow in Summer, a Betrayal in Winter, an Autumn War, the Price of Spring)",Daniel Abraham,Tor Books,81,4.28,"('11', '13', '2018')",2018
7,Long Price Daniel Abraham,"Daniel Abraham Books 2017 Checklist: Reading Order of Dagger and the Coin Series, The Long Price Quartet Series and List of All Daniel Abraham Books",Ruby Reads,,0,0.00,"(None, None, None)",
8,Long Price Daniel Abraham,The Long Price,Daniel Abraham,,0,0.00,"(None, None, None)",
0,Dagger & Coin Daniel Abraham,"The Dragon's Path (The Dagger and the Coin, #1)",Daniel Abraham,Orbit,16087,3.79,"('4', '7', '2011')",2011
1,Dagger & Coin Daniel Abraham,"The King's Blood (The Dagger and the Coin, #2)",Daniel Abraham,Orbit,9595,4.00,"('5', '3', '2012')",2012
2,Dagger & Coin Daniel Abraham,"The Tyrant's Law (The Dagger and the Coin, #3)",Daniel Abraham,Orbit,7504,4.07,"('5', '14', '2013')",2013
3,Dagger & Coin Daniel Abraham,"The Widow's House (The Dagger and the Coin, #4)",Daniel Abraham,Orbit,5535,4.07,"('8', '5', '2014')",2014
4,Dagger & Coin Daniel Abraham,"The Spider's War (The Dagger and the Coin, #5)",Daniel Abraham,Orbit,3975,4.08,"('3', '8', '2016')",2016
5,Dagger & Coin Daniel Abraham,"Daniel Abraham Books 2017 Checklist: Reading Order of Dagger and the Coin Series, The Long Price Quartet Series and List of All Daniel Abraham Books",Ruby Reads,,0,0.00,"(None, None, None)",
0,Arabella of Mars David D. Levine,"Arabella of Mars (Adventures of Arabella Ashby, #1)",David D. Levine,Tor,1653,3.62,"('7', '12', '2016')",2016
1,Arabella of Mars David D. Levine,"Arabella The Traitor of Mars (Adventures of Arabella Ashby, #3)",David D. Levine,Tor Books,176,3.76,"('7', '31', '2018')",2018
2,Arabella of Mars David D. Levine,"The Adventures of Arabella Ashby: Arabella of Mars, Arabella and the Battle of Venus, Arabella The Traitor of Mars",David D. Levine,,2,4.00,"(None, None, None)",
0,The Reborn Empire Devin Madson,"We Ride the Storm (The Reborn Empire, #1)",Devin Madson,,232,4.05,"(None, None, None)",
1,The Reborn Empire Devin Madson,"We Lie With Death (The Reborn Empire, #2)",Devin Madson,Orbit,2,4.45,"('1', '12', '2021')",2021
0,Corporate Gunslinger Doug Engstrom,Corporate Gunslinger,Doug Engstrom,,42,3.81,"(None, None, None)",
0,A Thousand Nights E. K. Johnston,"A Thousand Nights (A Thousand Nights, #1)",E.K. Johnston,Hyperion,10758,3.65,"('10', '6', '2015')",2015
1,A Thousand Nights E. K. Johnston,"Spindle (A Thousand Nights, #2)",E.K. Johnston,Disney-Hyperion,1349,3.41,"('12', '6', '2016')",2016
2,A Thousand Nights E. K. Johnston,The Garden of Three Hundred Flowers (A Thousand Nights #1.5),E.K. Johnston,,242,3.64,"(None, None, None)",
0,The Bird King G. Willow Wilson,The Bird King,G. Willow Wilson,Grove Press,4499,3.75,"('3', '12', '2019')",2019
0,Terminal 3 Illimani Ferreira,Terminal 3,Illimani Ferreira,MÖBIUS BOOKS,3,5.00,"('9', '25', '2020')",2020
0,The Reburialists J. C. Nelson,The Reburialists,J.C. Nelson,Ace,142,3.65,"('3', '1', '2016')",2016
0,The Golden City J. Kathleen Cheney,"The Golden City (The Golden City, #1)",J. Kathleen Cheney,Roc,1009,3.74,"('11', '5', '2013')",2013
1,The Golden City J. Kathleen Cheney,"The Seat of Magic (The Golden City, #2)",J. Kathleen Cheney,Roc,484,4.04,"('7', '1', '2014')",2014
2,The Golden City J. Kathleen Cheney,"The Shores of Spain (The Golden City, #3)",J. Kathleen Cheney,Roc,241,3.88,"('7', '7', '2015')",2015
3,The Golden City J. Kathleen Cheney,"The Seer's Choice (The Golden City, #3.5)",J. Kathleen Cheney,Createspace,39,4.01,"('4', '2', '2016')",2016
4,The Golden City J. Kathleen Cheney,After the War (The Golden City),J. Kathleen Cheney,Createspace,2,3.93,"('7', '26', '2016')",2016
5,The Golden City J. Kathleen Cheney,The Golden City (3 Book Series),J. Kathleen Cheney,,1,3.00,"(None, None, None)",
0,The Seat of Magic J. Kathleen Cheney,"The Seat of Magic (The Golden City, #2)",J. Kathleen Cheney,Roc,484,4.04,"('7', '1', '2014')",2014
0,The Shores of Spain J. Kathleen Cheney,"The Shores of Spain (The Golden City, #3)",J. Kathleen Cheney,Roc,241,3.88,"('7', '7', '2015')",2015
0,Dreaming Death J. Kathleen Cheney,"Dreaming Death (Palace of Dreams, #1)",J. Kathleen Cheney,Roc,252,3.99,"('2', '2', '2016')",2016
1,Dreaming Death J. Kathleen Cheney,Shared Dreams: Three Stories from the world of Dreaming Death,J. Kathleen Cheney,,28,4.43,"(None, None, None)",
0,Monkey Around Jadie Jang,Monkey Around,Jadie Jang,Solaris,0,0.00,"('8', None, '2021')",2021
0,A Chorus of Dragons Jenn Lyons,The Ruin of Kings (A Chorus of Dragons #1),Jenn Lyons,Tor Books,4076,3.80,"('2', '5', '2019')",2019
1,A Chorus of Dragons Jenn Lyons,"The Name of All Things (A Chorus of Dragons, #2)",Jenn Lyons,Tor Books,1132,4.10,"('10', '29', '2019')",2019
2,A Chorus of Dragons Jenn Lyons,"The Memory of Souls (A Chorus of Dragons, #3)",Jenn Lyons,,349,4.31,"(None, None, None)",
